city,region,year,weekofyear,month,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,reanalysis_precip_amt_kg_per_m2,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,population_density,hospital_capacity_index,lag1_cases,lag2_cases,lag4_cases,outbreak_zone,total_cases
Quetta,Balochistan_PK,1992,28,7,0.099773,0.060281,0.151441,0.104342,32.22,296.6266,296.998,290.1826,300.79,293.2,46.9866,5.0,7.5914,33.91,23.7227,8.3761,28.29,19.91,28.83,0.215,0.257,0,0,0,0,0
Jaffna,Sri_Lanka,1993,33,9,0.022314,0.163742,0.117389,0.061494,22.29,301.56,301.3383,295.8679,304.55,298.12,72.8329,7.7261,6.4324,24.04,28.2201,6.5885,31.96,25.37,24.86,0.735,0.576,3,1,5,0,2
Karachi,Sindh_PK,2007,43,11,0.094728,-0.039149,0.00432,0.030871,0.04,302.8609,302.5805,298.2622,306.64,298.52,74.3846,7.8339,8.1251,0.04,29.6317,7.9634,33.43,25.47,6.35,0.832,0.501,1,2,0,0,1
Iquitos,Peru,1995,25,7,0.024464,0.077969,0.105439,0.123558,41.49,301.335,301.5506,299.209,303.34,299.76,71.9604,7.4115,3.5727,39.58,28.4637,3.4596,29.91,26.45,45.66,0.387,0.471,10,8,10,0,7
Quetta,Balochistan_PK,2017,27,7,0.037415,0.015368,0.009878,0.029397,0.67,296.4585,296.4502,292.4263,304.18,288.72,30.0,5.0,15.4564,0.64,23.4836,16.2231,31.3,15.07,4.72,0.192,0.264,0,0,0,0,0
Kandy,Sri_Lanka,1991,41,11,0.173314,0.09685,-0.007018,0.134364,7.88,295.2633,295.291,294.0665,299.51,291.07,77.3046,8.3304,8.4462,8.87,22.7659,8.6848,26.05,17.36,18.36,0.748,0.642,1,0,4,0,0
Islamabad,ICT_PK,2008,40,10,0.110478,0.076952,0.085962,-0.021181,0.99,302.6109,302.6461,295.3344,305.49,299.8,78.1955,8.1161,5.6917,0.9,30.3436,6.2846,33.1,26.82,4.32,0.668,0.653,5,3,4,0,6
Peshawar,KPK_PK,2001,32,8,0.060841,-0.031312,-0.017202,0.06838,1.82,299.9041,300.4613,294.4637,303.64,297.28,65.9866,7.321,6.3589,1.6,27.1068,6.2016,30.05,23.85,8.69,0.678,0.361,2,3,5,0,1
Kandy,Sri_Lanka,2001,47,12,0.320089,0.42715,0.176084,0.300311,69.79,297.0314,297.1791,294.347,299.84,294.52,85.1311,9.1573,5.3228,70.38,24.1517,5.6148,26.68,21.07,75.01,0.749,0.585,5,8,8,0,3
Lahore,Punjab_PK,2013,16,4,0.108134,0.198604,0.11673,0.042593,21.1,292.9958,292.9475,289.9858,298.99,286.9,77.3154,8.4301,12.0911,20.2,19.4881,12.1272,25.25,13.12,16.41,0.927,0.585,3,3,6,0,6
Kandy,Sri_Lanka,2001,25,7,0.358254,0.178816,0.202733,0.37664,49.24,297.6656,297.5304,292.8574,301.44,293.62,79.2377,8.5955,7.8249,53.35,24.7841,7.4232,28.4,20.97,48.19,0.763,0.597,8,7,13,0,6
Muzaffarabad,AJK_PK,2003,42,11,0.106588,0.11564,0.099227,0.131848,17.51,298.5712,298.7275,292.7506,302.84,294.61,73.6499,8.4406,8.2327,15.74,24.8367,8.2638,29.78,21.52,22.24,0.423,0.35,1,0,1,0,0
Iquitos,Peru,2004,9,3,0.010234,0.082655,-0.058068,0.062684,3.15,300.0008,300.3113,295.982,302.25,298.37,83.143,9.2366,3.8841,2.88,26.4717,4.6529,29.72,25.06,12.39,0.366,0.448,27,28,32,0,26
Galle,Sri_Lanka,2003,39,10,0.055291,0.118217,0.156773,0.062862,7.76,301.1778,300.8315,298.8364,303.78,297.88,86.9377,9.7941,5.9062,7.84,27.8147,5.7685,30.01,24.24,3.59,0.785,0.6,31,35,39,0,32
Kandy,Sri_Lanka,2006,14,4,0.085342,0.092623,0.212289,0.14172,2.23,296.6607,296.9849,290.3087,299.65,294.32,91.5657,9.9454,5.3371,1.99,24.7131,4.7252,25.76,21.03,0.27,0.77,0.569,6,10,6,0,8
Quetta,Balochistan_PK,1994,31,8,-0.012213,0.012348,-0.023187,0.022729,0.08,299.0977,299.197,292.4465,302.43,295.96,40.0983,5.0,6.4707,0.07,26.4107,6.6829,28.99,22.31,0.0,0.198,0.272,1,2,0,0,0
Gampaha,Sri_Lanka,1993,15,4,0.165104,-0.019119,0.125121,0.088211,14.94,299.952,299.6077,293.8723,300.79,298.42,80.7574,8.7027,2.3733,14.94,26.0902,2.7305,27.28,24.55,11.7,0.747,0.627,11,8,3,0,9
San_Juan,Puerto_Rico,1997,42,11,-0.020174,0.019263,-0.000183,0.077243,0.18,299.669,299.5216,293.7438,302.22,296.83,90.1705,10.1399,5.3907,0.2,26.432,5.6395,29.35,23.71,3.55,0.801,0.738,19,15,16,0,22
Lahore,Punjab_PK,1996,47,12,0.017771,0.230825,0.125676,0.002294,10.24,297.723,297.8956,287.8538,302.24,293.55,51.2058,6.0185,8.6889,10.88,24.8575,8.9167,29.29,20.37,15.11,0.917,0.545,0,1,0,0,0
Muzaffarabad,AJK_PK,1994,45,12,0.067332,0.200529,0.148098,0.172062,5.92,295.2886,295.1634,292.219,295.6,294.73,84.0071,9.0832,1.0,6.22,22.7306,2.0,22.38,22.22,3.97,0.424,0.394,2,0,3,0,0
San_Juan,Puerto_Rico,2017,11,3,0.085423,0.08667,0.16202,0.212104,46.64,299.3374,299.2509,293.784,301.99,296.51,82.4737,9.3094,5.4881,45.08,25.7261,6.3319,28.82,22.48,46.84,0.816,0.823,54,51,57,0,52
San_Juan,Puerto_Rico,2000,42,11,0.577627,0.6,0.577696,0.6,239.12,299.5986,299.9457,293.473,301.19,298.7,82.6085,9.1952,2.4926,216.37,26.829,2.6659,27.64,24.98,241.21,0.821,0.795,77,73,76,1,79
Muzaffarabad,AJK_PK,2003,40,10,0.249496,0.179758,0.157325,0.189187,11.78,298.8512,298.3353,292.7919,301.87,294.8,74.8585,7.9394,7.0779,10.85,24.3135,6.5416,28.58,22.03,11.75,0.347,0.372,0,3,1,0,0
Galle,Sri_Lanka,1994,24,6,0.139299,0.179391,0.203437,0.158625,37.65,301.6836,301.6513,296.4386,304.17,299.13,76.9808,8.591,5.0426,39.52,28.7239,4.3162,30.54,26.23,36.81,0.76,0.59,9,7,5,0,10
Gampaha,Sri_Lanka,1999,14,4,0.117413,0.034811,0.127271,0.094238,32.99,298.4987,298.6807,295.5192,301.06,296.3,86.4507,9.6235,4.7604,36.65,25.4044,4.4969,28.18,23.68,29.9,0.76,0.576,47,45,41,0,49
San_Juan,Puerto_Rico,1990,5,2,0.219949,0.28763,0.254721,0.183755,76.47,300.3082,300.3978,294.5565,302.12,298.67,79.2944,8.8109,3.4509,80.84,28.3284,3.9731,28.95,24.98,76.9,0.775,0.757,12,10,8,0,10
Kandy,Sri_Lanka,2006,38,10,0.276941,0.26512,0.333431,0.202239,39.27,296.5056,296.9766,291.0853,298.37,295.59,74.3887,8.3482,2.7817,35.46,23.889,2.049,24.32,22.27,31.27,0.686,0.606,16,12,16,0,17
Karachi,Sindh_PK,2008,29,8,0.056667,0.083393,0.056207,0.069508,0.84,301.419,302.2942,297.3968,306.0,298.58,73.5373,7.9529,7.421,0.94,28.7633,7.0699,32.63,25.56,7.22,0.823,0.515,9,13,12,0,7
Islamabad,ICT_PK,2013,33,9,0.084175,-0.024505,-0.000403,0.196657,8.25,299.5811,299.8462,293.2671,305.0,294.69,68.3072,7.2535,10.3103,7.5,27.5365,10.5919,31.95,21.36,2.85,0.694,0.607,6,4,1,0,3
Quetta,Balochistan_PK,1991,36,9,-0.003472,0.021973,0.018933,0.005454,0.19,297.8451,297.9184,292.5362,302.75,293.09,67.5383,7.2619,9.6537,0.21,24.6739,9.0586,29.65,20.59,0.0,0.209,0.234,3,6,3,0,0
Quetta,Balochistan_PK,2020,10,3,0.027707,0.068272,0.07421,0.008048,2.43,298.9769,298.7881,292.1294,306.79,290.79,30.0,5.0,15.9973,2.46,26.266,17.0959,34.17,17.08,1.42,0.197,0.264,3,7,3,0,0
Jaffna,Sri_Lanka,2015,17,5,0.085033,-0.035833,0.118038,0.080964,1.4,302.1244,301.6167,295.8343,304.33,298.9,82.8227,8.8804,5.4342,1.26,28.9137,6.1867,31.71,25.52,11.49,0.792,0.606,28,28,28,1,30
Iquitos,Peru,2014,6,2,0.212419,0.040132,0.010833,0.112346,24.01,298.2079,298.1049,293.2121,298.3,297.91,85.9226,8.9769,1.0,22.21,25.414,2.0,25.35,25.38,22.72,0.381,0.432,1,1,4,0,2
Peshawar,KPK_PK,1992,33,9,0.047507,0.042142,0.0742,0.076206,0.26,296.1511,296.5371,288.7464,299.62,293.45,46.876,5.4645,6.1751,0.23,23.4183,4.6673,25.4,20.73,1.18,0.646,0.395,0,4,10,0,0
Jaffna,Sri_Lanka,2009,30,8,0.11087,0.126433,0.0675,0.072349,1.57,297.8078,298.4112,293.1849,301.39,295.43,71.7534,7.7323,5.9666,1.38,26.1292,6.4503,28.87,22.42,0.35,0.757,0.615,3,1,0,0,4
Quetta,Balochistan_PK,2007,8,2,-0.008203,0.03841,0.006261,0.031615,0.87,300.5589,300.9136,297.4667,306.44,295.39,64.9245,6.9684,11.0443,0.8,27.419,11.8268,33.76,21.93,2.14,0.19,0.278,0,0,0,0,0
Gampaha,Sri_Lanka,2023,35,9,0.10162,-0.024604,-0.059018,-0.00117,11.06,300.1055,299.4167,295.4935,301.49,297.34,91.2039,9.9981,4.1504,10.47,26.2422,4.3521,28.39,24.04,14.82,0.75,0.578,14,15,11,0,12
Muzaffarabad,AJK_PK,2009,7,2,0.294621,0.173883,0.099147,0.105877,9.13,296.3929,296.4646,291.1858,300.8,292.12,75.8163,8.2224,8.6806,8.67,24.1283,9.3911,27.62,18.23,2.29,0.424,0.366,0,1,4,0,1
Gampaha,Sri_Lanka,2011,30,8,0.037719,-0.057595,0.154779,0.057356,11.23,298.8366,298.2198,293.6206,300.44,296.0,75.6388,8.504,4.4381,11.31,24.9911,5.0735,28.38,23.31,11.83,0.751,0.581,8,5,11,0,10
Gampaha,Sri_Lanka,1995,19,5,0.465218,0.273669,0.408239,0.350881,114.89,300.5545,300.4689,295.6834,302.2,298.74,86.327,9.1257,3.4576,110.66,27.5317,3.5388,28.87,25.33,120.0,0.713,0.63,22,23,29,0,25
Colombo,Sri_Lanka,2016,33,9,0.184614,0.08192,0.129614,-0.021367,18.36,299.6943,299.6535,293.7032,302.2,297.11,76.7535,7.8332,5.0912,17.61,26.3467,4.7733,28.68,23.9,16.6,0.692,0.578,7,9,7,0,8
Quetta,Balochistan_PK,2009,49,12,0.042564,0.063783,0.096576,0.036249,15.58,299.242,299.4621,295.0678,307.63,291.29,62.3082,6.611,16.3374,13.59,26.599,17.4194,35.23,17.81,25.16,0.227,0.261,2,0,0,0,0
Iquitos,Peru,2017,25,7,0.135188,0.569028,0.285367,0.375958,120.02,300.6034,300.8709,295.6329,303.58,298.16,76.0622,8.6685,5.4146,132.59,27.6825,6.2021,30.77,24.57,119.45,0.363,0.44,4,1,2,0,6
Karachi,Sindh_PK,2012,14,4,0.070933,0.123711,0.014219,0.037461,5.49,301.2289,301.0448,296.9101,305.52,296.57,70.225,7.9045,8.9418,5.98,27.8723,9.7207,32.71,22.99,10.52,0.86,0.468,2,0,0,0,2
San_Juan,Puerto_Rico,1993,18,5,0.089806,0.081738,0.099852,0.142106,3.96,298.3306,298.379,294.3135,300.87,295.88,76.7983,8.3244,4.9909,3.9,25.9632,4.7773,27.61,22.83,0.0,0.802,0.797,16,13,10,0,13
Jaffna,Sri_Lanka,2008,26,7,0.167582,0.089102,0.026124,0.065294,18.97,298.1987,298.6853,290.4884,299.82,297.55,69.8587,7.7607,2.2782,18.93,25.4926,2.9582,26.83,23.88,11.0,0.77,0.576,1,0,2,0,1
Galle,Sri_Lanka,2013,14,4,0.131336,0.11428,0.047957,0.154906,23.7,296.9858,297.3169,294.0873,299.15,295.49,82.591,9.3928,3.6615,26.76,24.3811,3.2642,25.91,22.65,13.22,0.793,0.599,13,16,11,0,10
Islamabad,ICT_PK,1998,7,2,0.043024,0.132544,0.180378,0.141146,38.88,297.4223,297.6905,292.0587,302.34,293.04,56.4036,6.284,9.3016,43.91,25.0133,9.19,29.07,19.88,37.0,0.716,0.623,6,5,4,0,3
Colombo,Sri_Lanka,2001,50,12,0.16048,0.025243,0.014591,0.029274,3.3,299.6389,299.2718,293.1277,300.73,297.81,86.6801,9.6229,2.9171,3.35,26.0549,3.2687,28.13,24.86,4.91,0.768,0.601,4,0,1,0,4
Gampaha,Sri_Lanka,2020,42,11,0.334524,0.219192,0.27561,0.319203,79.37,299.3974,299.6479,296.1611,301.46,297.83,84.1376,9.4347,3.6325,77.64,27.011,4.1216,28.52,24.4,75.93,0.735,0.589,3,6,2,0,2
Karachi,Sindh_PK,2011,16,4,0.015454,-0.052844,0.009872,0.022402,1.1,295.5701,295.0749,290.3909,299.75,290.4,62.5118,6.4506,9.3476,0.96,21.9897,9.6138,27.19,17.58,0.0,0.791,0.465,0,0,0,0,2
San_Juan,Puerto_Rico,2014,12,3,-0.08102,0.083316,0.078294,0.129213,0.05,301.9225,301.8761,296.5804,304.03,299.72,83.4362,8.8136,4.3073,0.04,28.7018,3.8517,30.66,26.81,0.0,0.835,0.818,10,13,11,0,10
Muzaffarabad,AJK_PK,2001,27,7,0.318596,0.401911,0.26712,0.387531,86.75,300.4507,300.4048,295.0899,303.23,297.58,71.6544,7.4005,5.6539,85.91,26.8955,4.8381,29.53,24.69,83.84,0.402,0.355,5,6,4,0,4
Quetta,Balochistan_PK,2015,9,3,0.072914,0.060192,0.10392,0.096036,29.51,295.9097,295.7715,293.9226,301.19,290.35,35.662,5.0,10.8355,30.01,21.93,11.0776,28.12,17.05,32.99,0.185,0.226,3,0,0,0,0
Karachi,Sindh_PK,2007,49,12,0.021416,0.080979,0.018867,-0.024085,3.34,303.4342,303.3424,298.0867,307.63,299.05,67.8156,7.4226,8.5806,3.74,30.6006,8.537,33.93,25.39,4.62,0.796,0.523,0,3,0,0,1
Peshawar,KPK_PK,2024,47,12,0.045124,0.061969,0.09391,0.097158,0.81,297.3717,297.8221,294.1496,301.77,293.88,32.6814,5.0,7.8941,0.93,25.0508,7.7018,29.08,21.38,0.0,0.637,0.38,0,0,0,0,0
Kandy,Sri_Lanka,2008,21,6,0.281106,0.449529,0.354406,0.414365,71.63,298.0399,297.8011,291.1907,300.15,295.45,78.938,8.6939,4.7012,64.52,24.071,4.2853,26.73,22.45,60.3,0.762,0.591,7,6,1,0,8
Islamabad,ICT_PK,2006,21,6,0.199824,0.265531,0.281226,0.187414,47.24,299.5702,299.9443,294.5132,304.41,295.47,60.354,6.6004,8.9409,42.51,26.8856,9.0642,30.79,21.72,53.72,0.675,0.673,12,12,10,0,10
San_Juan,Puerto_Rico,1998,7,2,0.242566,0.225188,0.248411,0.207139,62.28,299.0044,299.0128,295.8313,300.69,297.34,83.1285,9.0725,3.3533,53.75,26.6943,3.6627,27.67,24.0,73.83,0.818,0.817,3,0,0,0,6
Colombo,Sri_Lanka,2022,24,6,0.05276,-0.083399,0.051835,-0.037062,5.34,297.6808,297.7788,293.8418,299.29,296.27,85.6392,9.1132,3.0225,5.66,24.566,2.0162,25.51,23.49,0.0,0.745,0.609,9,6,11,0,10
Quetta,Balochistan_PK,2010,36,9,0.010145,-0.005889,0.038221,0.074571,3.38,301.1766,300.5641,297.1757,304.81,296.32,43.1317,5.0,8.4977,2.98,26.5723,8.3907,31.91,23.52,14.98,0.176,0.224,2,3,0,0,0
Ampara,Sri_Lanka,2015,18,5,0.162123,0.237752,0.086243,0.16377,28.98,302.3301,301.5542,296.6433,303.16,299.95,77.42,8.1198,3.2166,32.25,28.1969,3.4527,29.5,26.05,32.55,0.746,0.617,9,12,10,0,11
San_Juan,Puerto_Rico,2020,2,1,0.105378,-0.047588,0.162808,0.190269,8.05,300.0042,299.9485,294.0685,303.25,296.64,86.8728,9.5355,6.6111,8.42,25.8629,7.3446,30.55,23.2,11.51,0.754,0.772,1,0,3,0,3
Islamabad,ICT_PK,2008,15,4,0.158006,0.04038,0.127254,0.217227,15.55,295.5096,295.5111,292.4652,298.62,292.4,70.8881,7.9333,6.2185,15.59,21.6931,6.1842,25.91,19.73,10.05,0.74,0.643,1,0,0,0,2
Ampara,Sri_Lanka,1990,52,12,0.062458,-0.08303,0.069604,0.056279,4.56,304.009,303.8298,295.9723,307.55,300.11,79.2804,8.1752,7.4416,4.27,30.1319,8.1711,35.06,26.89,0.93,0.759,0.585,6,2,0,0,3
Quetta,Balochistan_PK,2012,31,8,0.000526,0.123659,0.052603,0.090125,14.96,295.7208,296.0061,289.5271,300.71,291.3,52.0862,5.5095,9.4113,14.38,22.0888,9.3334,27.39,18.05,14.54,0.208,0.241,3,2,0,0,1
Colombo,Sri_Lanka,2011,1,1,-0.0123,-0.009724,0.042474,0.100802,16.36,299.6722,299.3542,294.0607,300.4,298.31,85.8926,9.2251,2.0922,18.71,26.4155,2.704,27.2,24.5,16.53,0.742,0.582,4,6,3,0,4
Lahore,Punjab_PK,1993,12,3,0.136506,0.043099,-0.068559,0.141098,6.73,292.2845,292.7979,290.5735,295.1,290.49,67.3772,7.2645,4.6123,6.42,19.5317,3.5309,22.0,17.99,8.72,0.859,0.558,5,2,5,0,2
Kandy,Sri_Lanka,2018,29,8,0.204339,0.461466,0.234184,0.359455,58.0,297.9519,298.4494,295.8036,300.22,296.68,59.3811,6.2448,3.5338,59.46,26.0789,5.4857,28.41,22.92,57.29,0.767,0.581,0,0,0,0,1
San_Juan,Puerto_Rico,1990,36,9,0.095711,-0.180408,-0.027406,0.014423,3.83,300.1978,300.3113,295.2713,302.59,298.03,88.7415,9.4877,4.5577,3.91,27.0507,3.3751,29.5,26.13,5.97,0.766,0.78,40,36,31,0,43
Gampaha,Sri_Lanka,1996,49,12,0.182744,0.278313,0.213412,0.312469,75.99,300.0776,299.8449,296.2643,301.53,298.16,88.5391,10.1028,3.3635,82.51,26.8238,2.8844,28.5,25.62,77.79,0.725,0.611,0,0,3,0,2
Kandy,Sri_Lanka,2004,14,4,0.027614,0.165782,0.269764,0.0646,6.98,297.0062,297.381,295.3973,300.16,294.6,76.4177,8.0259,5.5645,7.25,24.8362,5.6024,26.42,20.82,6.24,0.687,0.635,6,2,2,0,4
Peshawar,KPK_PK,1993,36,9,0.299128,0.29985,0.351173,0.246277,58.52,300.668,300.1531,294.629,303.68,296.62,42.382,5.0,7.0577,58.63,26.4494,6.0155,29.77,23.76,59.7,0.651,0.381,2,5,1,0,3
Iquitos,Peru,1998,27,7,0.26247,0.214984,0.25171,0.393074,84.86,299.2891,299.3406,294.4545,299.89,298.79,84.4205,9.4607,1.0936,93.13,27.0231,2.0,26.97,25.6,84.23,0.415,0.451,37,36,39,0,34
Ampara,Sri_Lanka,2023,33,9,0.056992,0.054937,0.091702,0.221738,10.39,298.6818,298.7307,293.3884,302.8,294.66,79.383,8.6757,8.1413,10.18,25.054,7.2704,29.3,22.03,2.32,0.77,0.564,2,4,5,0,5
Iquitos,Peru,1993,8,2,0.285018,0.399358,0.311996,0.344367,104.75,299.2216,299.5001,293.4815,301.27,297.73,83.7369,8.7392,3.5368,93.35,26.5995,4.343,28.06,23.72,100.85,0.345,0.451,5,5,10,0,3
Quetta,Balochistan_PK,2018,9,3,0.025103,-0.012342,-0.003469,0.005711,0.6,288.6831,288.9237,284.5496,294.1,283.74,70.5326,7.3215,10.3594,0.69,16.1093,9.9971,22.0,10.67,7.17,0.205,0.29,2,0,4,0,0
Kandy,Sri_Lanka,2024,5,2,0.203688,0.262615,0.262187,0.248118,55.17,297.1526,297.6059,293.9847,300.17,295.04,69.4054,7.8891,5.137,52.17,25.2689,5.9628,27.92,21.96,46.08,0.708,0.554,24,24,25,0,26
Lahore,Punjab_PK,2010,3,1,0.142304,0.203885,0.162236,0.145244,29.59,299.0771,298.8986,294.3854,302.65,295.15,81.3023,8.5302,7.498,32.12,25.8569,7.2909,29.41,22.11,26.31,0.889,0.566,3,0,0,0,3
Peshawar,KPK_PK,2002,28,7,0.097441,0.168219,0.130311,0.165636,30.31,298.165,298.384,292.9863,304.99,291.77,69.5151,7.0586,13.2184,32.07,25.2769,12.3982,31.1,18.7,22.36,0.588,0.383,22,25,26,1,20
San_Juan,Puerto_Rico,1998,28,7,0.165065,0.14506,0.096076,0.454291,73.19,298.5848,298.7546,293.3664,300.55,296.95,76.5722,8.5206,3.5998,78.81,25.5493,3.5172,27.28,23.77,76.78,0.829,0.805,12,12,14,0,10
Iquitos,Peru,2009,19,5,0.111829,0.044401,0.087096,0.074212,21.26,298.1174,298.2448,294.478,300.14,296.35,74.9915,8.0279,3.7994,18.64,24.8288,3.7605,27.5,23.74,24.15,0.373,0.451,4,5,10,0,6
Kandy,Sri_Lanka,2009,52,12,0.221913,0.213554,0.153499,0.050003,1.36,298.6255,298.7623,293.8533,300.63,296.89,76.2331,8.3685,3.745,1.48,26.385,3.4911,27.4,23.91,3.03,0.752,0.591,4,2,0,0,1
San_Juan,Puerto_Rico,2011,50,12,0.020008,0.072967,0.160059,0.019482,20.87,299.0765,299.0686,293.3337,301.18,296.96,84.595,8.9842,4.2237,23.38,25.3703,3.1467,27.96,24.82,17.19,0.919,0.823,16,14,12,0,19
Lahore,Punjab_PK,2004,31,8,0.327222,0.345877,0.472576,0.39458,119.69,295.5742,295.7864,289.4565,296.94,294.63,56.4079,6.3698,2.3086,130.7,22.9198,2.0,23.87,22.56,130.83,0.955,0.578,3,2,7,0,5
Lahore,Punjab_PK,1997,25,7,0.106265,-0.00337,0.0462,0.079834,11.32,305.9433,306.1723,300.2032,309.23,303.12,67.3879,7.1263,6.1112,12.32,32.4297,8.2371,36.92,28.69,15.21,0.92,0.564,10,10,11,0,7
Gampaha,Sri_Lanka,2021,52,12,0.28213,0.203514,0.197532,0.22638,78.44,300.1403,299.8566,295.4972,302.52,297.19,80.8207,9.154,5.3262,79.87,26.9084,5.7548,29.36,23.61,72.57,0.799,0.58,6,9,8,0,6
Jaffna,Sri_Lanka,2001,40,10,0.123613,0.099586,0.13634,0.150129,5.46,299.1377,299.0445,294.4906,301.76,296.33,70.6603,7.9242,5.4377,6.27,26.2609,5.7677,28.18,22.42,3.95,0.736,0.577,0,1,0,0,0
Peshawar,KPK_PK,1996,52,12,0.08677,0.058994,0.06503,0.066133,17.07,304.3745,304.7201,300.1032,309.1,300.34,58.7395,6.8175,8.7599,16.76,30.9815,8.3659,36.04,27.68,11.89,0.646,0.405,13,10,5,0,11
Quetta,Balochistan_PK,2014,18,5,0.106346,0.126414,0.130167,0.090802,43.33,302.5344,302.441,298.7091,308.71,296.18,50.0539,5.542,12.5294,39.17,28.6981,12.644,35.59,22.95,38.47,0.238,0.266,2,0,0,0,0
Colombo,Sri_Lanka,1993,13,4,0.499088,0.449529,0.6,0.518547,171.31,300.1883,299.945,295.4668,301.56,298.33,81.9466,8.87,3.2271,168.53,25.9648,3.7401,28.81,25.07,168.0,0.682,0.628,16,15,13,0,15
Kandy,Sri_Lanka,2001,49,12,0.443196,0.411228,0.549609,0.6,98.28,297.5265,297.5338,291.8419,300.11,294.96,74.2437,8.3355,5.1437,95.79,23.5017,4.8488,27.16,22.31,90.05,0.711,0.605,14,16,15,0,13
Iquitos,Peru,1994,36,9,0.500472,0.6,0.361088,0.496301,135.09,297.6126,297.6787,293.3319,300.34,295.02,74.9691,8.1161,5.3224,149.52,23.58,5.865,27.01,21.15,140.28,0.325,0.438,5,2,1,0,2
Lahore,Punjab_PK,1995,52,12,0.134104,-0.104771,0.020743,-0.053817,9.61,299.3356,299.2991,295.9981,304.32,294.28,69.5677,7.9394,10.0335,8.79,26.2111,10.1027,31.1,20.99,7.45,0.949,0.581,0,2,8,0,0
San_Juan,Puerto_Rico,2000,27,7,0.351816,0.527475,0.352636,0.356979,132.01,298.9817,299.0631,296.4169,301.16,296.97,77.3558,8.6355,4.1899,127.5,26.2613,4.21,28.3,24.09,136.17,0.793,0.76,14,16,18,0,16
Gampaha,Sri_Lanka,2014,3,1,0.166459,0.172287,0.236673,0.124421,30.65,300.4786,300.345,293.1771,301.97,298.72,74.2936,8.7999,3.2564,31.28,26.4013,3.381,29.02,25.64,29.1,0.7,0.57,3,3,2,0,3
Islamabad,ICT_PK,2000,10,3,0.353643,0.323825,0.101036,0.288741,56.46,297.5465,297.5106,294.0053,301.58,293.44,86.6157,9.2506,8.1335,48.92,24.0737,8.4162,28.34,19.92,51.39,0.725,0.655,6,7,8,0,5
Peshawar,KPK_PK,1997,23,6,0.053422,0.071898,0.010998,0.01427,0.42,304.2105,303.7507,300.9923,307.38,300.12,59.24,5.9343,7.2566,0.39,30.6881,6.9285,34.09,27.16,0.0,0.644,0.389,6,5,11,0,6
Muzaffarabad,AJK_PK,2023,35,9,0.476197,0.320426,0.540129,0.586395,101.15,298.7288,298.6776,295.1251,302.81,294.54,70.2733,7.9051,8.2677,90.78,25.8336,9.3669,30.1,20.73,94.81,0.442,0.365,0,0,4,0,0
Galle,Sri_Lanka,1997,35,9,0.134471,0.186686,0.145259,0.280522,57.54,298.9752,299.0561,295.0419,301.79,296.33,78.6658,8.7126,5.4621,62.72,25.8462,6.1899,28.9,22.71,58.59,0.722,0.611,2,0,0,0,2
Lahore,Punjab_PK,1996,30,8,-0.104885,0.155521,0.153973,0.194627,14.79,291.6929,292.1048,288.835,295.59,288.62,67.2429,7.4567,6.9691,16.46,18.2571,6.6776,22.4,15.72,7.25,0.88,0.51,8,7,2,0,5
San_Juan,Puerto_Rico,2024,22,6,0.040891,0.141446,0.103961,0.057761,27.39,300.4043,299.9332,295.8892,302.73,297.13,74.62,7.5463,5.5991,27.07,26.2682,7.1106,30.7,23.59,19.14,0.838,0.777,8,7,13,0,10
Jaffna,Sri_Lanka,2003,26,7,0.029281,0.17868,0.111491,0.124225,13.88,298.8326,298.6709,291.3511,301.23,296.11,73.7124,7.949,5.1272,12.19,25.1668,5.068,27.88,22.82,26.97,0.749,0.589,0,0,0,0,2
Islamabad,ICT_PK,1997,7,2,0.21044,0.243206,0.309778,0.311608,55.54,296.8923,296.958,291.313,299.95,293.97,73.5813,8.0379,5.9853,49.28,23.7894,6.3297,27.28,20.95,52.14,0.742,0.645,2,2,2,0,4
Muzaffarabad,AJK_PK,2010,28,7,0.077223,0.040785,0.042627,0.098791,4.79,292.8666,293.1037,288.7083,296.62,289.59,69.2844,7.5427,7.026,5.47,19.9583,6.997,24.05,17.05,10.93,0.416,0.348,2,0,4,0,0
Islamabad,ICT_PK,2018,15,4,0.190129,0.167238,0.25985,0.256306,34.94,296.5187,296.5838,293.8046,300.13,293.04,72.048,8.1438,7.0877,36.86,22.9732,6.0655,26.67,20.61,33.41,0.7,0.665,30,33,27,0,32
Muzaffarabad,AJK_PK,1993,4,1,0.205538,0.237458,0.203052,0.152506,17.06,296.1836,296.1311,289.5453,299.73,292.53,80.6725,9.3197,7.1931,17.47,23.2364,7.9281,26.62,18.7,18.82,0.421,0.31,0,2,6,0,0
Peshawar,KPK_PK,1995,45,12,0.02149,-0.045541,0.019355,0.013029,1.47,294.7053,294.7221,293.6213,299.52,289.92,55.5476,6.3705,9.5967,1.57,22.2698,11.0246,26.94,15.92,4.03,0.669,0.413,0,0,0,0,0
